03/12/2012 06:47:29,02005,1
03/12/2012 07:05:05,01866,1
03/12/2012 07:06:20,00594,1
03/12/2012 07:06:23,00594,1
03/12/2012 07:09:06,18364,1
03/12/2012 07:09:07,18364,1
03/12/2012 07:11:35,21438,1
03/12/2012 07:51:29,02512,1
03/12/2012 08:03:30,00524,1
03/12/2012 08:05:04,11616,1
03/12/2012 08:08:47,56596,1
03/12/2012 08:11:41,22627,1
03/12/2012 08:19:32,00755,1
03/12/2012 08:35:59,11473,1
03/12/2012 09:05:28,09006,1
03/12/2012 09:16:00,15309,1
03/12/2012 12:10:13,02627,1
03/12/2012 13:12:08,18607,1
03/12/2012 13:12:16,18607,1
03/12/2012 13:18:51,09006,1
03/12/2012 13:18:52,09006,1
03/12/2012 14:03:57,11473,1
03/12/2012 16:00:09,02005,1
03/12/2012 16:05:45,01866,1
03/12/2012 16:39:12,56596,1
03/12/2012 17:00:08,15309,1
03/12/2012 17:00:09,15309,1
03/12/2012 17:00:13,00524,1
03/12/2012 17:00:15,02512,1
03/12/2012 17:00:19,02512,1
03/12/2012 17:00:23,00755,1
04/12/2012 06:47:53,02005,1
04/12/2012 07:00:35,01866,1
04/12/2012 07:05:15,00508,1
04/12/2012 07:05:20,00508,1
04/12/2012 07:36:18,00524,1
04/12/2012 07:51:30,11616,1
04/12/2012 07:51:30,11616,1
04/12/2012 07:53:34,02512,1
04/12/2012 08:05:15,03223,1
04/12/2012 08:08:32,00755,1
04/12/2012 08:14:04,56596,1
04/12/2012 09:02:24,11473,1
04/12/2012 09:02:31,11473,1
04/12/2012 09:05:06,09006,1
04/12/2012 09:05:31,09006,1
04/12/2012 14:40:24,18607,1
04/12/2012 15:02:35,11473,1
04/12/2012 15:02:37,11473,1
04/12/2012 16:00:10,00788,1
04/12/2012 16:00:11,00788,1
04/12/2012 16:00:30,02005,1
04/12/2012 16:00:40,01866,1
04/12/2012 16:40:16,56596,1
04/12/2012 16:40:21,56596,1
04/12/2012 17:00:43,15309,1
04/12/2012 17:00:52,15309,1
04/12/2012 17:01:47,02512,1
04/12/2012 17:02:12,00755,1
05/12/2012 07:00:15,01866,1
05/12/2012 07:05:40,00750,1
05/12/2012 07:33:30,00524,1
05/12/2012 07:50:25,02512,1
05/12/2012 07:52:17,00755,1
05/12/2012 07:55:30,11616,1
05/12/2012 07:55:31,11616,1
05/12/2012 08:09:15,56596,1
05/12/2012 08:14:50,22627,1
05/12/2012 08:31:36,11473,1
05/12/2012 08:46:44,09006,1
05/12/2012 08:46:48,09006,1
05/12/2012 12:11:50,02627,1
05/12/2012 12:27:31,01059,1
05/12/2012 12:54:56,03897,1
05/12/2012 13:03:15,18607,1
05/12/2012 13:04:26,18607,1
05/12/2012 13:54:42,11616,1
05/12/2012 13:54:50,11616,1
05/12/2012 14:01:40,11473,1
05/12/2012 14:01:43,11473,1
05/12/2012 14:04:28,09006,1
05/12/2012 16:00:05,01866,1
05/12/2012 16:04:58,56596,1
05/12/2012 17:00:07,02512,1
05/12/2012 17:00:16,00755,1
06/12/2012 06:45:48,02005,1
06/12/2012 07:00:55,01866,1
06/12/2012 07:09:35,00508,1
06/12/2012 07:41:38,22627,1
06/12/2012 07:50:08,02512,1
06/12/2012 07:52:15,00524,1
06/12/2012 07:55:57,15309,1
06/12/2012 08:05:12,00755,1
06/12/2012 08:08:38,11616,1
06/12/2012 08:12:42,56596,1
06/12/2012 08:30:17,11473,1
06/12/2012 08:34:13,23439,1
06/12/2012 09:00:50,09006,1
06/12/2012 13:09:14,09006,1
06/12/2012 13:22:10,03223,1
