03/09/2012 08:47:32,00499,1
03/09/2012 09:58:10,01771,1
03/09/2012 10:11:37,23104,1
03/09/2012 10:48:02,02109,1
03/09/2012 10:58:22,01987,1
03/09/2012 11:00:16,63220,1
03/09/2012 11:27:34,24184,1
03/09/2012 11:28:12,18698,1
03/09/2012 11:28:13,18698,1
03/09/2012 11:52:30,02249,1
03/09/2012 11:55:39,23439,1
03/09/2012 12:15:25,23439,1
03/09/2012 12:21:42,02006,1
03/09/2012 12:25:53,07393,1
03/09/2012 12:26:26,02498,1
03/09/2012 12:27:32,00271,1
03/09/2012 12:27:39,00271,1
03/09/2012 12:31:35,46508,1
03/09/2012 12:32:56,15820,1
03/09/2012 12:35:22,01498,1
03/09/2012 12:37:13,02546,1
03/09/2012 12:59:10,03897,1
03/09/2012 13:00:02,02066,1
03/09/2012 13:00:08,15483,1
03/09/2012 13:00:09,15483,1
03/09/2012 13:00:12,16925,1
03/09/2012 13:00:24,14703,1
03/09/2012 13:00:54,09575,1
03/09/2012 13:01:16,09575,1
03/09/2012 13:01:19,09575,1
03/09/2012 13:01:20,09575,1
03/09/2012 13:01:35,14703,1
03/09/2012 13:01:36,14703,1
03/09/2012 13:01:37,14703,1
03/09/2012 13:01:38,14703,1
03/09/2012 13:01:40,14703,1
03/09/2012 13:01:41,02244,1
03/09/2012 13:01:45,02470,1
03/09/2012 13:04:10,02233,1
03/09/2012 13:04:17,20183,1
03/09/2012 13:05:03,00271,1
03/09/2012 13:05:24,02459,1
03/09/2012 13:08:15,02507,1
03/09/2012 13:16:24,04480,1
03/09/2012 13:16:26,04480,1
03/09/2012 13:16:27,04480,1
03/09/2012 13:26:05,08811,1
03/09/2012 13:26:07,08811,1
03/09/2012 13:31:43,04110,1
03/09/2012 14:10:28,09006,1
03/09/2012 14:10:30,09006,1
03/09/2012 14:23:47,11616,1
03/09/2012 14:54:36,02547,1
03/09/2012 15:00:05,55606,1
03/09/2012 15:02:16,15673,1
03/09/2012 15:05:45,18686,1
03/09/2012 15:07:01,02527,1
03/09/2012 15:58:11,00972,1
03/09/2012 15:58:18,20007,1
03/09/2012 15:59:39,03078,1
03/09/2012 16:01:29,02226,1
03/09/2012 16:02:57,01348,1
03/09/2012 16:02:59,01348,1
03/09/2012 16:05:23,00773,1
03/09/2012 16:06:22,01306,1
03/09/2012 16:11:36,17346,1
03/09/2012 16:13:28,00954,1
03/09/2012 16:14:41,51395,1
03/09/2012 16:16:42,23093,1
03/09/2012 16:16:43,23093,1
03/09/2012 16:39:00,46508,1
03/09/2012 16:43:23,02109,1
03/09/2012 16:48:06,09358,1
03/09/2012 16:59:43,00908,1
03/09/2012 17:00:02,02512,1
03/09/2012 17:00:10,00746,1
03/09/2012 17:00:15,06456,1
03/09/2012 17:00:17,06456,1
03/09/2012 17:00:26,02258,1
03/09/2012 17:00:31,17080,1
03/09/2012 17:00:49,00499,1
03/09/2012 17:01:55,02119,1
03/09/2012 17:02:04,02122,1
03/09/2012 17:02:29,02122,1
03/09/2012 17:03:12,16537,1
03/09/2012 17:04:48,01987,1
03/09/2012 17:08:09,01028,1
03/09/2012 17:11:10,02526,1
03/09/2012 17:29:59,02245,1
03/09/2012 17:48:44,00721,1
03/09/2012 17:50:18,04911,1
03/09/2012 17:50:20,04911,1
03/09/2012 18:00:02,88543,1
03/09/2012 18:02:17,20013,1
03/09/2012 18:03:07,02377,1
03/09/2012 18:03:09,02377,1
03/09/2012 18:03:11,02377,1
03/09/2012 18:07:37,20183,1
03/09/2012 18:10:49,01814,1
03/09/2012 18:14:12,15299,1
03/09/2012 18:14:23,88063,1
03/09/2012 18:21:55,00510,1
03/09/2012 18:23:19,50143,1
03/09/2012 18:23:23,23095,1
03/09/2012 18:24:35,63189,1
